age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
42.0,1,1,1,1,2,0,1,4,1,164.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
42.0,1,1,1,1,0,0,1,4,1,366.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
48.0,0,1,3,0,0,0,1,4,1,357.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
37.0,0,1,6,0,0,0,1,4,1,232.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
44.0,1,2,2,0,2,0,1,4,1,91.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
33.0,0,1,7,0,2,0,1,4,1,273.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
56.0,0,1,2,0,2,0,1,4,1,158.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
44.0,1,2,0,1,2,2,1,4,1,177.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
41.0,4,1,1,0,0,0,1,4,1,200.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
44.0,4,0,6,0,2,0,1,4,1,172.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
47.0,0,1,6,1,2,0,1,4,1,176.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
57.0,11,1,7,1,0,0,1,4,1,211.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
37.0,0,1,6,1,2,0,1,4,1,214.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
55.0,9,1,6,0,0,0,1,4,1,349.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
33.0,7,1,3,1,2,0,1,4,1,337.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
55.0,4,1,7,1,2,0,1,4,1,272.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
42.0,1,1,2,1,0,0,1,4,1,208.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
50.0,1,1,0,1,2,0,1,4,1,193.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
51.0,1,1,0,1,1,1,1,4,1,212.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
38.0,0,1,3,1,0,0,1,4,1,165.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
38.0,9,2,6,0,0,2,1,4,1,20.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
31.0,0,0,3,0,0,0,1,4,1,246.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
41.0,4,1,1,0,0,0,1,4,1,529.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
39.0,0,1,6,0,2,2,1,4,1,192.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
34.0,0,1,3,0,2,0,1,4,1,188.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
35.0,0,1,6,0,2,0,1,4,1,180.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
57.0,11,1,7,1,2,0,1,4,1,48.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
60.0,0,1,7,1,0,2,1,4,1,213.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
33.0,10,1,2,0,0,0,1,4,1,545.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
42.0,1,1,1,0,0,2,1,4,1,583.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
45.0,7,1,5,0,2,0,1,4,1,221.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
42.0,4,1,6,0,0,0,1,4,1,426.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
53.0,0,0,6,1,0,0,1,4,1,287.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
37.0,9,2,5,0,0,0,1,4,1,197.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
44.0,1,1,1,0,0,0,1,4,1,257.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
54.0,7,1,7,0,2,0,1,4,1,229.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
49.0,1,1,0,0,0,0,1,4,1,55.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
54.0,7,1,7,0,0,0,1,4,1,400.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
52.0,0,0,6,0,0,0,1,4,1,197.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
52.0,0,0,6,0,0,0,1,4,1,190.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
43.0,7,2,3,1,0,0,1,4,1,21.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
34.0,3,1,1,0,2,0,1,4,1,300.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
35.0,0,1,3,0,2,0,1,4,1,123.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
42.0,2,1,7,1,2,0,1,4,1,293.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
43.0,9,1,7,1,2,2,1,4,1,325.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
60.0,5,0,6,1,0,0,1,4,1,514.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
35.0,7,0,3,0,2,0,1,4,1,194.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
55.0,1,1,2,1,2,0,1,4,1,212.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
37.0,4,1,6,0,0,0,1,4,1,337.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
36.0,1,1,3,0,0,0,1,4,1,286.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
52.0,0,0,6,0,0,0,1,4,1,247.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
57.0,1,0,7,1,2,0,1,4,1,518.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
56.0,0,1,7,0,2,0,1,4,1,364.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
48.0,1,0,0,1,2,0,1,4,1,178.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
40.0,1,1,3,1,2,0,1,4,1,98.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
49.0,1,0,3,0,0,0,1,4,1,439.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
41.0,7,1,3,0,0,0,1,4,1,139.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
45.0,9,1,3,0,2,0,1,4,1,79.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
32.0,0,1,6,0,2,2,1,4,1,175.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
42.0,0,1,6,0,0,2,1,4,1,262.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
50.0,0,1,1,0,0,0,1,4,1,61.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
31.0,9,0,5,0,2,2,1,4,1,78.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
56.0,5,1,0,0,2,0,1,4,1,102.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
41.0,9,1,5,1,2,0,1,4,1,579.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,1
37.0,1,1,1,0,2,2,1,4,1,143.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
35.0,1,1,7,0,2,0,1,4,1,267.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
37.0,1,1,1,0,2,0,1,4,1,345.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
52.0,4,1,6,0,0,0,1,4,1,185.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
39.0,4,0,6,0,0,0,1,4,1,207.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
39.0,3,1,0,1,0,0,1,4,1,69.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
56.0,1,1,0,1,0,0,1,4,1,100.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
34.0,7,1,3,0,2,0,1,4,1,125.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
45.0,1,1,2,1,2,0,1,4,1,461.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,1
43.0,10,2,6,0,2,0,1,4,1,240.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
56.0,4,1,7,0,2,0,1,4,1,70.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
39.0,4,1,6,0,2,0,1,4,1,193.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
53.0,1,1,0,0,2,0,1,4,1,136.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
38.0,11,0,3,1,2,0,1,4,1,73.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
42.0,1,1,0,1,2,0,1,4,1,528.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
42.0,1,1,0,1,0,0,1,4,1,541.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
35.0,0,2,3,0,2,0,1,4,1,338.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
40.0,0,1,6,1,2,0,1,4,1,163.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
51.0,1,1,0,0,2,0,1,4,1,87.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
60.0,1,1,2,1,0,0,1,4,1,301.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
56.0,2,1,7,1,2,0,1,4,1,46.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
39.0,7,0,3,1,2,0,1,4,1,52.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
56.0,2,1,7,1,0,0,1,4,1,204.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
40.0,1,1,7,0,2,2,1,4,1,155.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
36.0,1,1,2,0,2,2,1,4,1,98.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
51.0,1,1,7,1,2,0,1,4,1,71.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
51.0,1,1,7,1,0,0,1,4,1,243.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
43.0,9,2,5,0,2,0,1,4,1,186.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
59.0,7,1,3,0,0,0,1,4,1,579.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
24.0,4,2,6,0,2,0,1,4,1,165.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
37.0,1,2,2,1,2,2,1,4,1,163.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
40.0,1,1,2,1,0,0,1,4,1,46.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
42.0,1,1,2,1,0,0,1,4,1,559.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
37.0,2,1,1,0,0,0,1,4,1,85.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
38.0,7,1,3,0,2,2,1,4,1,506.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
56.0,0,0,7,1,0,0,1,4,1,114.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
40.0,1,1,7,0,0,0,1,4,1,114.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
43.0,1,1,3,1,0,2,1,4,1,181.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
36.0,7,1,3,1,0,0,1,4,1,427.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
45.0,9,1,6,0,2,2,1,4,1,292.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
42.0,0,2,6,1,0,0,1,4,1,192.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
43.0,7,1,3,0,0,0,1,4,1,93.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
46.0,4,1,2,0,0,0,1,4,1,128.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
44.0,7,1,3,0,2,2,1,4,1,107.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
51.0,0,2,1,0,0,0,1,4,1,303.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
28.0,7,1,3,0,2,0,1,4,1,81.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
37.0,1,1,2,0,0,0,1,4,1,270.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
34.0,9,1,3,0,0,0,1,4,1,228.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
46.0,1,1,1,1,2,0,1,4,1,240.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
36.0,0,1,6,0,2,0,1,4,1,233.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
54.0,1,1,0,1,0,0,1,4,1,102.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
57.0,4,1,6,0,0,0,1,4,1,461.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
51.0,9,1,1,1,0,0,1,4,1,250.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
54.0,5,1,3,1,0,0,1,4,1,130.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
49.0,1,1,0,1,0,0,1,4,1,252.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
34.0,0,1,6,0,2,0,1,4,1,138.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
41.0,9,1,5,0,0,0,1,4,1,412.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
38.0,1,2,2,0,2,0,1,4,1,179.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
45.0,4,0,6,0,0,0,1,4,1,19.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
42.0,9,1,6,0,0,0,1,4,1,228.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
34.0,1,2,2,1,2,0,1,4,1,55.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
37.0,0,1,3,1,2,0,1,4,1,313.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
34.0,1,2,2,1,0,0,1,4,1,289.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
33.0,7,1,3,0,0,0,1,4,1,146.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
32.0,7,2,1,0,0,0,1,4,1,167.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
39.0,1,1,3,0,2,0,1,4,1,356.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
43.0,0,1,7,0,0,0,1,4,1,277.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
44.0,1,1,2,0,2,0,1,4,1,172.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
35.0,8,2,6,1,0,0,1,4,1,218.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
35.0,8,2,6,1,2,2,1,4,1,217.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
35.0,10,1,5,0,0,0,1,4,1,67.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
36.0,7,2,0,0,0,0,1,4,1,291.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
35.0,8,2,6,1,2,0,1,4,1,248.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
36.0,8,2,2,0,2,0,1,4,1,256.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
55.0,3,0,6,0,0,0,1,4,1,286.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
59.0,0,1,6,0,0,0,1,4,1,477.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
57.0,5,1,7,1,0,0,1,4,1,611.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
39.0,1,1,5,1,2,0,1,4,1,471.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
39.0,3,1,0,1,2,0,1,4,1,381.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
30.0,1,2,7,0,2,0,1,4,1,251.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
30.0,1,2,7,0,2,2,1,4,1,408.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
50.0,3,1,0,1,0,0,1,4,1,287.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
40.0,7,1,3,0,0,0,1,4,1,322.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
35.0,0,1,3,0,2,0,1,4,1,216.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
43.0,9,1,7,1,0,0,1,4,1,366.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
36.0,7,2,1,1,2,0,1,4,1,210.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
46.0,9,1,0,1,2,0,1,4,1,288.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
40.0,9,1,2,0,0,0,1,4,1,168.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
58.0,5,1,6,0,0,0,1,4,1,132.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
42.0,9,1,6,0,0,0,1,4,1,64.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
35.0,0,2,6,0,0,0,1,4,1,209.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
43.0,5,1,0,1,0,0,1,4,1,410.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
45.0,1,1,0,0,2,2,1,4,1,177.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
